review_score,review_text,clean_text
5.0,"Huxley gives us a lot to ponder in his ""utopian"" schemata. His satirical and humorous protagonist, Farnaby, was hilarious. His snide comments and thoughts made me laugh out loud at times. I felt Huxley's writing style was much clearer and more accessible than A Brave New World and as a result I liked Island much better. Island reflects a great deal of cynicism about America and the world. Huxley attacks, among other things (1) consumerism; (2) the cold war ideology of both the capitalistic west and the socialist east; (3) religious suppression of the right of others to develop and practice their own sexual and other ""private"" mores and the use of the state to further this suppression; (4) violence and militarism clothed in religion, progress (technological and moral), and so called freedom; (5) political and social corruption of corporatism and the power of corporations and those that control them to use their resources for political power.The key point I feel Huxley makes is that capitalistic or corporate power in the west is able to use it vast resources to obtain what it desires. Corporate power uses money, religion, and the greed of the State to pursue its ends. Had the leaders of Pala given into greed then the Island would not have suffered its eventual fate at the hands of an outside force--but would have suffered an erosion of its ""utopian"" nature and everyone except the greedy would have lost in the end anyway. But either way it is clear that the corporate interests will take what it desires and use the tools of religious fervor and state power to further their own ends. Its key resource, however, is still MONEY---and in pursuit of what?----more MONEY. The happiness of everyday citizens is sacrificed at the altar of corporate greed.Island was published in 1962 and really reflects Huxley's views, I suspect, of the latter half of the 1950's. Interestingly, the 1950's are marked by (1) the true rise of consumerism and corporate exploitation of American demand for goods; (2) entrenchment of the Cold War and suppression of individual rights and free thought based on ideological extremism (McCarthy, Hoover, John Foster Dulles, Castro, and Stalin are all towering figures of the 1950s); (3) the emerging battle and public expression of a new set of sexual mores which met a backlash by conservative/religious segments of society; (4) The emergence of cold war capitalism fueled both by American defense corporations and the attempt of the Soviet Union to catch up with the west in terms of industrialization and military might (Eisenhower, during his Presidency, warned of the might of the military industrial complex). Some argue the entire cold war was generated by the greed of American defense industries (this is far-fetched in my opinion).The scary thing about all this--the same set of circumstances can be said to have exit today, despite the end of the cold war. Certainly, the power of corporations to dominate the political agenda and decision making process is still intact. Whether this limits or threatens individual liberties and democracy is another question. Certainly it did in the 1950's in America. It is amazing to me the correlation between the 1950's and the 1980's at the height of the cold war in American History. (For more information on the 1950's in this country I would recommend a perusal of David Halberstam's The 1950's). Huxley's book is as timely and poignant today as it was in 1962. The right or ability of an individual and a society to choose how it is going to live and progress is as impeded today as it was in the early 1960's---and by the same forces.Some rogue comments:1. I found the discussion of ""maithuna"" or the ""yoga of love"" to be quite humorous. I especially liked Farnaby's snide thought ""What shall be do to be saved? The answer is in four letters"". Is there really such a thing as ""maithuna""?2. The use of mind altering drugs for experiencing a different slice of reality was provocative. Huxley wrote a book called ""The Doors of Perception"" which I have not read. I found these elements of the book to be interesting and really wanted more explication on the subject.3. The commentary on population control was also quite timely then and now. This exchange I found quite clear and commonsensical:Farnaby: ""You seem to have solved your economic problems [on the Island] pretty successfully"".Dr. Robert: ""Solving them wasn't difficult. To begin with, we never allowed ourselves to produce more children than we could feed, clothe, house, and educate into something like full humanity"".4. One of the scary pitfalls of the book is the Island's use of psychological drugs to control and shape the personality of its children so they don't grow up to be problems. Huxley, I felt, placed too much trust in science and medicine in this instance. This seemed to me like something not out of a peaceful utopian society but ""A Clockwork Orange"" (see p. 154-155 of the Perennial Library paperback edition for the reference-about 2/3rds into chapter 9).5. I know little about Buddhism and Yoga so those parts of the books I did not get as much out of, although I found them of interest. I wonder why he chose forms of these religions as those most applicable to his utopia as opposed to atheism or some form of spiritualistic religion other than Buddhism?One last comment: The ending was perfect in its cynicism. (...)",huxley give u lot ponder utopian schema satirical humorous protagonist farnaby hilarious snide comment thought made laugh loud time felt huxley writing style much clearer accessible brave new world result liked island much better island reflects great deal cynicism america world huxley attack among thing consumerism cold war ideology capitalistic west socialist east religious suppression right others develop practice sexual private more use state suppression violence militarism clothed religion progress technological moral called freedom political social corruption corporatism power corporation control use resource political powerthe key point feel huxley make capitalistic corporate power west able use vast resource obtain desire corporate power us money religion greed state pursue end leader pala given greed island would suffered eventual fate hand outside forcebut would suffered erosion utopian nature everyone except greedy would lost end anyway either way clear corporate interest take desire use tool religious fervor state power end key resource however still moneyand pursuit whatmore money happiness everyday citizen sacrificed altar corporate greedisland published really reflects huxley view suspect latter half interestingly marked true rise consumerism corporate exploitation american demand good entrenchment cold war suppression individual right free thought based ideological extremism mccarthy hoover john foster dulles castro stalin towering figure emerging battle public expression new set sexual more met backlash conservativereligious segment society emergence cold war capitalism fueled american defense corporation attempt soviet union catch west term industrialization military might eisenhower presidency warned might military industrial complex argue entire cold war generated greed american defense industry farfetched opinionthe scary thing thisthe set circumstance said exit today despite end cold war certainly power corporation dominate political agenda decision making process still intact whether limit threatens individual liberty democracy another question certainly america amazing correlation height cold war american history information country would recommend perusal david halberstams huxley book timely poignant today right ability individual society choose going live progress impeded today early sand forcessome rogue comment found discussion maithuna yoga love quite humorous especially liked farnabys snide thought shall saved answer four letter really thing maithuna use mind altering drug experiencing different slice reality provocative huxley wrote book called door perception read found element book interesting really wanted explication subject commentary population control also quite timely exchange found quite clear commonsensicalfarnaby seem solved economic problem island pretty successfullydr robert solving wasnt difficult begin never allowed produce child could feed clothe house educate something like full humanity one scary pitfall book island use psychological drug control shape personality child dont grow problem huxley felt placed much trust science medicine instance seemed like something peaceful utopian society clockwork orange see p perennial library paperback edition referenceabout rds chapter know little buddhism yoga part book get much although found interest wonder chose form religion applicable utopia opposed atheism form spiritualistic religion buddhismone last comment ending perfect cynicism
4.0,"A very well written and insightful book. Bazyn uses an impressive number of examples from the Bible, other sacred texts, and literature, to make his points. Because of this, the book might seem overwhelming to someone who is not well-read. On the other hand, Bazyn's writing is accessible and easy to understand. The book offers good and practical advice for living a better life. My only disappointments were one or two isolated comments by Bazyn which I feel downplay the evil of abortion.",well written insightful book bazyn us impressive number example bible sacred text literature make point book might seem overwhelming someone wellread hand bazyns writing accessible easy understand book offer good practical advice living better life disappointment one two isolated comment bazyn feel downplay evil abortion
4.0,"This book, by Elizabeth Winthrop was one of the best books I've ever read. It was a real page turner! The end of every chapter left me wanting to read on. If you love fantasies too, I strongly recommend you pick up this one today!",book elizabeth winthrop one best book ive ever read real page turner end every chapter left wanting read love fantasy strongly recommend pick one today
4.0,Definitely a must-read. The story gets better and better with each book. the ending is surprising :-),definitely mustread story get better better book ending surprising
5.0,"God bless William Heffernan, who shows how it is that the greatest religious scandals always result from cover-up, seldom from the scandal, per se. Two contemporary issues, secrecy about gays in the Roman Catholic priesthood and the secrecy that shrouds the operation of ""Opus Christi"" (no points for guessing what outfit he's sending up here), provide the framework for this well-paced novel.Heffernan also gets right the self-importance of people attached to the powerful. His rendering of the Cardinal's aide-de-camp, the numeraries in Opus Christi, and their nemesis (a humorously drawn Jesuit priest and professor at Fordham) demonstrate the bad, the ugly, and the sterling good that play out in Church politics.Ultimately, it is hard to say all that is praiseworthy about this novel without repeatedly reassuring potential readers that it does not bog down, that it never becomes polemic in its well-wrought moral points. Still, Heffernan cleverly threads throughout the plot the silliness and even wickedness of categorizing people by their bedroom activities. He reminds parents that not even the daughter of a police inspector is immune from making a stupid mistake with a stranger. The goodness of cleverness and intelligence prevailing at last over plodding intransigence and the self-interest that leads to evil is an over-arching theme, as well.Sweeping aside the ample food for thought, this is a fast-paced, zig-zagging novel that riveted my attention from the first page through the last.",god bless william heffernan show greatest religious scandal always result coverup seldom scandal per se two contemporary issue secrecy gay roman catholic priesthood secrecy shroud operation opus christi point guessing outfit he sending provide framework wellpaced novelheffernan also get right selfimportance people attached powerful rendering cardinal aidedecamp numeraries opus christi nemesis humorously drawn jesuit priest professor fordham demonstrate bad ugly sterling good play church politicsultimately hard say praiseworthy novel without repeatedly reassuring potential reader bog never becomes polemic wellwrought moral point still heffernan cleverly thread throughout plot silliness even wickedness categorizing people bedroom activity reminds parent even daughter police inspector immune making stupid mistake stranger goodness cleverness intelligence prevailing last plodding intransigence selfinterest lead evil overarching theme wellsweeping aside ample food thought fastpaced zigzagging novel riveted attention first page last
5.0,"To make it quick, if you have diabetes or know someone who does, the best thing in the world you can do for them or yourself is get this book. Read this book. Follow this book. It saved my life and others I have recommended it to. This man is phenomenal and should be given some kind of major humanitarian award for his work. Diabetes does not have to be a death sentence, a lot of bad traditional advice is out there...follow THIS book's guidelines and keep your own blood sugars low/normal, avoid or greatly reduce your need for insulin, avoid and even reverse all the life-threatening side effects of diabetes with this method. I have been on this method from my Type II diagnosis in 2002, I am on it for life, I am a happy camper!",make quick diabetes know someone best thing world get book read book follow book saved life others recommended man phenomenal given kind major humanitarian award work diabetes death sentence lot bad traditional advice therefollow book guideline keep blood sugar lownormal avoid greatly reduce need insulin avoid even reverse lifethreatening side effect diabetes method method type ii diagnosis life happy camper
5.0,"I love this series. It's the most magical comic book series I've read since Neil Gaiman's ""Sandman"" ended ten years ago. ""The Rabbi's Cat"" is like the best bits from ""Sandman"", Spiegeman's ""Maus"", Satrapi's ""Persepolis"" and Gilbert Hernandez ""Palomar""-stories mixed into one stunning story. Truly wonderful. This volume contains the 3 first French albums. I've read vol. 4 and 5, and they're equeally wonderful. Hopefully they'll get translated into english too.",love series magical comic book series ive read since neil gaimans sandman ended ten year ago rabbi cat like best bit sandman spiegemans maus satrapis persepolis gilbert hernandez palomarstories mixed one stunning story truly wonderful volume contains first french album ive read vol theyre equeally wonderful hopefully theyll get translated english
3.0,"I found this to be one of the better books I've seen about setting up shop. It showcases plenty of example shops and has some handy advise. However, like most books on this topic, it tries to cover all the possibilites - building a separate shop, working in a shed, basement, attic etc. and pertinent information for any one case is thus sparse. I'd like to see books specifically for conversion of a basement space or shed etc. into a shop, but I guess that would only add limitations on readership from a writer/publisher perspective.",found one better book ive seen setting shop showcase plenty example shop handy advise however like book topic try cover possibilites building separate shop working shed basement attic etc pertinent information one case thus sparse id like see book specifically conversion basement space shed etc shop guess would add limitation readership writerpublisher perspective
4.0,it was different and maybe not her best but it was still good. i mean it did have soulmates in and we got to see ash again which gains any book about three stares however short a time its for. i hope as is in the last book,different maybe best still good mean soulmates got see ash gain book three stare however short time hope last book
1.0,My family thinks that this is the best toilet paper available.,family think best toilet paper available
5.0,"For a first time reading of this classic I recommend this. If you love it you may want a nicer version for the bookshelf. This is a nice quality book though. The printing isn't too small, and neither is the book. It fits right in my paperback bookshelf perfectly with others just like it.And as for the story, I could go on many pages. Just do a few searches for reviews, it's a classic that will outlive all of us and has a lot to say about human beings and our culture, past and future.One of the best Classics, great one to get started on or to read over and over again.",first time reading classic recommend love may want nicer version bookshelf nice quality book though printing isnt small neither book fit right paperback bookshelf perfectly others like itand story could go many page search review classic outlive u lot say human being culture past futureone best classic great one get started read
3.0,"My feelings are very mixed about this book. There is no doubt that Kincaid has the ability to weave together beautiful and thoughtful moments. However, I had a difficult time staying interested in the book.I understand the book to be written in the style of the characters history, experiences and misfortunes . A child raised without love, who grows into a woman without the ability to love. Life without love becomes a life filled with philosophical insight on human behavior, love and death.Overall, the main character's inability to rise above an emotional flat line kept me disconnected, which prevents me from recommending this book with too much enthusiasm. I didn't feel that the character's description of the events matched her bleak emotional landscape.",feeling mixed book doubt kincaid ability weave together beautiful thoughtful moment however difficult time staying interested booki understand book written style character history experience misfortune child raised without love grows woman without ability love life without love becomes life filled philosophical insight human behavior love deathoverall main character inability rise emotional flat line kept disconnected prevents recommending book much enthusiasm didnt feel character description event matched bleak emotional landscape
5.0,"But sometimes it seems that way and for New York lawyer Ron Sinzheimer, on October 9, 1998, it was beyond dangerous, it was deadly. There aren't any more General Aviation accidents here than other parts of the country and there's nothing particularly stunning about this one so there's little reason to remember it. A man and the family dog in a single engine Grumman Traveler flying into the Cape to link up with his wife and son at their vacation home. Because I remember this accident, live nearby in Brewster, and it speaks to something of keen interest to me, my perception of the book may be quite colored and thus this &quot;five-star&quot; review. Nevertheless Phaedra Hise has written a compelling story that will be of interest to a much broader audience than GA pilots and people who live on the Cape.The challenges associated with flying to and from the Cape are all to do with weather, specifically fog and haze. That means &quot;instrument flight rules&quot; and talking about flying as different from &quot;visual flight rules&quot; as night is from day. Besides the personal tragedy to the Sinzheimer family, the thrust of Hise's book is that once a pilot has lost visual reference to the horizon things very quickly begin to unwind. It takes a sharp pilot to sort out the conflict between what his senses say - &quot;i'm turning&quot; - and what the instruments read - wings are level. PILOT ERROR is too innocuous a description for the multitude of things (mostly bad) that are taking place in such situations. Sometimes the various instruments seem to be contradicting each other and you must fight the panic that comes when your mind screams that it needs a visual reference in order to understand.Hise could have used a famous case that everyone would have remembered in order to get across her message that instrument flight rules are a critical skill for any GA pilot. The struggle with understanding what his instruments were telling him was the same for John F Kennedy Jr when he was flying through haze on the way to Martha's Vineyard in 1999. Using his flight would have meant focusing on him rather than where the real story is - five small instrument dials, that GA pilots must be absolutely familiar with - lest we become an accident statistic or the subject of a powerfully descriptive and very well written book.",sometimes seems way new york lawyer ron sinzheimer october beyond dangerous deadly arent general aviation accident part country there nothing particularly stunning one there little reason remember man family dog single engine grumman traveler flying cape link wife son vacation home remember accident live nearby brewster speaks something keen interest perception book may quite colored thus quotfivestarquot review nevertheless phaedra hise written compelling story interest much broader audience ga pilot people live capethe challenge associated flying cape weather specifically fog haze mean quotinstrument flight rulesquot talking flying different quotvisual flight rulesquot night day besides personal tragedy sinzheimer family thrust hises book pilot lost visual reference horizon thing quickly begin unwind take sharp pilot sort conflict sens say quotim turningquot instrument read wing level pilot error innocuous description multitude thing mostly bad taking place situation sometimes various instrument seem contradicting must fight panic come mind scream need visual reference order understandhise could used famous case everyone would remembered order get across message instrument flight rule critical skill ga pilot struggle understanding instrument telling john f kennedy jr flying haze way marthas vineyard using flight would meant focusing rather real story five small instrument dial ga pilot must absolutely familiar lest become accident statistic subject powerfully descriptive well written book
5.0,"I purchased this book after seeing the A&amp;E move. I love this story passionatly. It is so easy to identify with Tess, hate Alec and be ashamed of Angel. I only hate that Tess has to pay for her wrong doing as it is so hard to sympathize with Alec or to find anything redeaming in him. I love some of the passages in the book that show Tess's ideals, compassion, and proud nature, like when she takes sympathy on the injured quails by puting them out of their misery. It is odd but it shows part of Tess's selfless nature and endears her to the reader. The story also has much to say about hypocrisy with out being preachy. It is one of my all time favorites.",purchased book seeing aampe move love story passionatly easy identify tess hate alec ashamed angel hate tess pay wrong hard sympathize alec find anything redeaming love passage book show tesss ideal compassion proud nature like take sympathy injured quail puting misery odd show part tesss selfless nature endears reader story also much say hypocrisy preachy one time favorite
5.0,"I have read many accounts of the horrors of WW11 but this one will stay with me for a long time. The author describes vividly what it was like in Czechoslovakia during this period and how horrendous it was for her and her family and her fellow citizens. Not only does she describe this period but she gives a glimpse into her life pre-WW11 and afterward while living in India, Australia and briefly the US where they finally settled. Her bravely and the love within the family makes the book quite moving. I can't imagine living through what she and her family did. It is descriptive and extremely well written. I highly recommend this book to anyone interested in WW11 and life in India when it was in upheaval during its fight for independence from GB.",read many account horror ww one stay long time author describes vividly like czechoslovakia period horrendous family fellow citizen describe period give glimpse life preww afterward living india australia briefly u finally settled bravely love within family make book quite moving cant imagine living family descriptive extremely well written highly recommend book anyone interested ww life india upheaval fight independence gb
5.0,"A warts'n'all portrait of a man who devotes every spare moment and every spare dollar to rescuing abandoned and abused dogs from the streets of St. Louis. Though numerous stories about dogs tortured and neglected may be upsetting to sensitive readers, this is ultimately a deeply inspirational story about how one man CAN make a difference. As soon as I can, I'm hunting down his address and sending him a check. Makes a good companion piece with Kat Albrecht's THE LOST PET CHRONICLES.PS: As I write this, the animal shelter in Buffalo may be a victim of budget cuts. One step forward, two steps back.",wartsnall portrait man devotes every spare moment every spare dollar rescuing abandoned abused dog street st louis though numerous story dog tortured neglected may upsetting sensitive reader ultimately deeply inspirational story one man make difference soon im hunting address sending check make good companion piece kat albrechts lost pet chroniclesps write animal shelter buffalo may victim budget cut one step forward two step back
2.0,"I bought this book thinking it would be an updated and improved version of the 1993 bookArmed and Female: Twelve Million American Women Own Guns, Should You?by the same author. That book was excellent, and I wanted to have the latest version.Unfortunately, what I received was a much more expensive ""pamphlet"" (only 160 pages for over ten dollars) that abounds with typographical errors, to the point that the errors change the meaning of the sentence in several places. As if that weren't enough, much of the content appears to have been cribbed from various blogs and Web pages that can be read for free after a simple Google search.To sum up: The 1993 version of Armed and Female is a well-written and interesting resource, albeit slightly dated in technical recommendations on ammunition, calibers, and of course the makes and models of available handguns.THIS book is unfortunately only an overpriced, badly printed rehash of information available elsewhere.",bought book thinking would updated improved version bookarmed female twelve million american woman gun youby author book excellent wanted latest versionunfortunately received much expensive pamphlet page ten dollar abounds typographical error point error change meaning sentence several place werent enough much content appears cribbed various blog web page read free simple google searchto sum version armed female wellwritten interesting resource albeit slightly dated technical recommendation ammunition caliber course make model available handgunsthis book unfortunately overpriced badly printed rehash information available elsewhere
4.0,"Most of the characters were annoying in this book. I do like how each one got a chance to tell ""their"" side of the story.Not one of her best but still made for a pleasent read.",character annoying book like one got chance tell side storynot one best still made pleasent read
5.0,"I applaud this book!During my 25 years teaching in public schools, I have witnessed a disturbing shift in the way young people view themselves and the world around them. In the midst of troubling news about kids today, Building Moral Intelligence offers a refreshing look at what can be.A healthy mix of background information, authoritative research, and anecdotal content leads the reader to practical tools to evaluate and encourage positive personal growth. Clearly written and well edited, Dr. Borba's book offers a realistic understanding of current trends, then provides concrete solutions that address each critical issue.As one of the world's leading authorities on moral development, Dr. Borba has given us a real book for real people. Building Moral Intelligence holds the key to what is possible for kids everywhere. This should be mandatory reading for every parent, every politician, and every citizen who cares about the health of this nation.",applaud bookduring year teaching public school witnessed disturbing shift way young people view world around midst troubling news kid today building moral intelligence offer refreshing look bea healthy mix background information authoritative research anecdotal content lead reader practical tool evaluate encourage positive personal growth clearly written well edited dr borbas book offer realistic understanding current trend provides concrete solution address critical issueas one world leading authority moral development dr borba given u real book real people building moral intelligence hold key possible kid everywhere mandatory reading every parent every politician every citizen care health nation
5.0,"Foundation is a great book to read. The Foundation trilogy is a great series to read. That being said, there are little elements within the story that date some of the points of reference Asimov ascribes to his characters, but it's actually charming to read the references to 'atomics', etc. Asimov is a master at story-telling, and this series certainly helped to cement his reputation.",foundation great book read foundation trilogy great series read said little element within story date point reference asimov ascribes character actually charming read reference atomics etc asimov master storytelling series certainly helped cement reputation
5.0,It was wonderful to finally read this book after visiting Linnea's clinic a couple of years ago. Her story is fascinating and is one I find myself telling people about. Linnea has a great sense of humor and an amazing ability to adapt to conditions and be creative. Here is a woman who is working hard on adapting to a different culture while being true to herself and saving lives and making lives better in the process.,wonderful finally read book visiting linneas clinic couple year ago story fascinating one find telling people linnea great sense humor amazing ability adapt condition creative woman working hard adapting different culture true saving life making life better process
5.0,"This book was given to me as a birthday gift by a friend with whom I was in business. Unkowingly, this friend, also named &quot;Sue&quot;, gave me the key to relaxation. When things get hectic and chaotic in my life, I read Plain and Simple. From the time I start reading, there is a peace that comes over me and I feel so calm afterwards. The writing seems to put me where Sue was when she was visiting the Amish...the same quiet peace I feel when gazing over miles of farmland dotted with homes with barns and silos - - and no electrical poles! Unfortunately, I am not surrounded by that environment, so reading Plain and Simple brings me there! Having loaned my copy to an elderly friend who was rehabilitating after heart surgery, I waited for her response. She didn't think she could read it since she was having trouble &quot;concentrating on more than a paragraph of anything printed&quot;. I left it with her anyway, and at my next visit, she not only thanked me profusely, but told me she was adding it to her book &quot;gift list&quot;! So, I knew then it was not only me who benefited from the peace of the book. My thanks to the author!",book given birthday gift friend business unkowingly friend also named quotsuequot gave key relaxation thing get hectic chaotic life read plain simple time start reading peace come feel calm afterwards writing seems put sue visiting amishthe quiet peace feel gazing mile farmland dotted home barn silo electrical pole unfortunately surrounded environment reading plain simple brings loaned copy elderly friend rehabilitating heart surgery waited response didnt think could read since trouble quotconcentrating paragraph anything printedquot left anyway next visit thanked profusely told adding book quotgift listquot knew benefited peace book thanks author
5.0,"BP sets the standard, not just for baseball books but for all annuals of any genre. The depth and breadth of coverage seems to grow each year. Whether you're a fantasy player or a hard core fan, this book is indispensable.",bp set standard baseball book annual genre depth breadth coverage seems grow year whether youre fantasy player hard core fan book indispensable
5.0,"I personally heard this man speak at a full gospel business mens meeting about 20 - 22 years ago in Cedar Falls, Iowa. I have never seen such humility in a man. I bought his books and read them and then shared them with friends. His story is a documented account. It can be verified. You need to read both Tell them I'm coming again and Caught up in Paradise. They will change your life.Steve Eastman Missouri",personally heard man speak full gospel business men meeting year ago cedar fall iowa never seen humility man bought book read shared friend story documented account verified need read tell im coming caught paradise change lifesteve eastman missouri
2.0,"I imagine this is a very creative book written by Dean Koontz, and I loved his Odd books. This book is just too dark for me, too brutal, too mean. I wanted to keep going, but there is no point in forcing my psyche to undergo things that make me too uncomfortable. Although it isn't for me, if you don't mind pretty dark books, you might like it.",imagine creative book written dean koontz loved odd book book dark brutal mean wanted keep going point forcing psyche undergo thing make uncomfortable although isnt dont mind pretty dark book might like
5.0,"This book has been around for many years but is timeless.A must for the 21st century in America.It is a very easy read and is a must for those believing in the ""free enterprise"" system.It should be ""required reading"" in every High School in America.",book around many year timelessa must st century americait easy read must believing free enterprise systemit required reading every high school america
2.0,"Ok, when I first started this book I thought it was the dumbest thing and I could not belive this was a classic! (I still can't) After a few chapters I thought it was a little better and thats why I gave it two stars. Also, it is one of the better books that I had to read for school. I still feel that it was a little boring and hard to follow but with the class discussions I understood it a lot more. I still wouldn't reccommend this book to anyone",ok first started book thought dumbest thing could belive classic still cant chapter thought little better thats gave two star also one better book read school still feel little boring hard follow class discussion understood lot still wouldnt reccommend book anyone
5.0,"I was first given this cookbook as a gift 15 years ago and it has delighted many a guest whenever I have prepared one of its recipes. It is not a book for those who have only basic culinary skills or those looking for a tabloid 15 minute recipe or &quot;light&quot; recipe, but it is for those who enjoy creating culinary delights which your guests while enjoy and rave about.",first given cookbook gift year ago delighted many guest whenever prepared one recipe book basic culinary skill looking tabloid minute recipe quotlightquot recipe enjoy creating culinary delight guest enjoy rave
1.0,"Koontz can write. But he sucks as a story teller. Books are supposed to have a COMPLETE story in them, no? Well this one has no ending. No end at all. These 2 detectives are clued in to the fact that Dr Frankenstein exists, and is creating his ""perfect race"" to some day kill off all humans. That's it. You meet the original, now educated and ""at one with the universe"" Frankenstein's monster, you meet the main characters, and they have some conflict. That's the whole ""story"" in this book, which it really isn't because the basic elements of a story are a beginning, middle, and end.",koontz write suck story teller book supposed complete story well one ending end detective clued fact dr frankenstein exists creating perfect race day kill human thats meet original educated one universe frankenstein monster meet main character conflict thats whole story book really isnt basic element story beginning middle end
5.0,"DE SUS LUCHAS, SUS ESFUERZOS Y SUS VICTORIAS !EXCELENTE LIBRO QUE NOS MUESTRA LA FUERZA DEL ESPIRITU HUMANO , NO SOLO DE LOS PU&Ntilde;OS !",de sus luchas sus esfuerzos sus victoria excelente libro que no muestra la fuerza del espiritu humano solo de los puntildeos
5.0,"This is quite a book: a smart, easy to read, and important study of Latinos in California from the early 19th century to the present. Specialists and non-specialists alike will find here an engaging narrative guided by impressive (even stunning) historical research. Pitti provides the first accurate and sensitive portrait of the San Jose area's development, and he does so while showing how Northern California developed in relation to Mexico and to the wider history of ""race"" in the United States. Moreover, THE DEVIL IN SILICON VALLEY explains the many ways in which Mexicans and Mexican Americans responded to discriminatory treatment over time. The portrait of Latinos and their politics given here will be critical reading for anyone who seeks to understand Mexican Americans, the politics of immigration, and many other aspects of the multicultural United States in the years to come. Not to be missed!",quite book smart easy read important study latino california early th century present specialist nonspecialists alike find engaging narrative guided impressive even stunning historical research pitti provides first accurate sensitive portrait san jose area development showing northern california developed relation mexico wider history race united state moreover devil silicon valley explains many way mexican mexican american responded discriminatory treatment time portrait latino politics given critical reading anyone seek understand mexican american politics immigration many aspect multicultural united state year come missed
5.0,"It's the most enjoyable book I have ever read. I think the way the author describes the landscapes is incredible. The content of the book is very very nice. What I liked most of it, was the annonymous one of the characters used to write. If you read it, I'm sure you'll enjoy it a lot.",enjoyable book ever read think way author describes landscape incredible content book nice liked annonymous one character used write read im sure youll enjoy lot
4.0,"This was written by a woman who moved from England to New Zealand in 1865. I am traveling to New Zealand and found this historical, personal view very interesting. It is a collections of her letters.",written woman moved england new zealand traveling new zealand found historical personal view interesting collection letter
5.0,"Foundation is certainly a marvellous book. Asimov combines action, mystery, drama, and the almost Utopian futuristic world in his book. However, things aren't always what they seem, and Asimov weaves the plots and subplots together very nicely",foundation certainly marvellous book asimov combine action mystery drama almost utopian futuristic world book however thing arent always seem asimov weave plot subplots together nicely
4.0,"No fantastic adventure, no , no fight with aggressive natives: just a plain yet fascinating description of a great adventure. A very enterprising man decides to explore that (large) part of the globe he does not yet know: ninety years ago it was still possible.Through his simple and rugged vessel the author can reach persons and human groups who often are minorities and sometimes disappearing.I was touched from the attitude of this unassuming man, who likes to really get in touch with human beings so different from his neighbors; he is not an ambassador of western culture, but a curious man who want to explore clean waters and unspoiled lands as well as to communicate as far as possible with persons who have a different perspective of life.I like this book a lot.",fantastic adventure fight aggressive native plain yet fascinating description great adventure enterprising man decides explore large part globe yet know ninety year ago still possiblethrough simple rugged vessel author reach person human group often minority sometimes disappearingi touched attitude unassuming man like really get touch human being different neighbor ambassador western culture curious man want explore clean water unspoiled land well communicate far possible person different perspective lifei like book lot
5.0,"I won't summarize the plot, as it is one of the best-known tales in all literature, and deservedly so. Being a classic, it can be read from different perspectives and standpoints. For me, it is a study on passion, of instantaneous, immediate and eternal passion of love; absolute and without doubts; pure and immaculate. The lovers never have to discover the realities of living together. Their love stays in an absolute state of pureness. So, it is a vision of love in its most extreme state.Shakespeare's true genius can be observed in the fact that all of his plays, especially this one, can and have been adapted to a wide array of ages, places and circumstances. The story is universal because so is the passion it examines.The characters are unbelievably strong and accurate. The environment is wonderful Middle Ages Italy. The plot is twisted yet simple, and the Bard's sentences are pure poetry of the highest kind. No one should die without having read &quot;Romeo and Juliet&quot;.",wont summarize plot one bestknown tale literature deservedly classic read different perspective standpoint study passion instantaneous immediate eternal passion love absolute without doubt pure immaculate lover never discover reality living together love stay absolute state pureness vision love extreme stateshakespeares true genius observed fact play especially one adapted wide array age place circumstance story universal passion examinesthe character unbelievably strong accurate environment wonderful middle age italy plot twisted yet simple bard sentence pure poetry highest kind one die without read quotromeo julietquot
5.0,"As always, I am greatly impressed with Amazon's delivery of e-books for the Kindle. I often get books at no cost (the so-called ""old masters"" for which there is no charge), and the service is just as speedy and efficient as if I were paying $50!!",always greatly impressed amazon delivery ebooks kindle often get book cost socalled old master charge service speedy efficient paying
5.0,"To the Pagans of the modernist movement- those that believe the power of our faiths is the POWER of our faiths, not the revisionist history some tack on to it like gold ribbon on a white robe, we see here our vindication. We've been saying this for years, and if Hutton is WRONG, as some here have stated, surely someone can come along with source material and set him right.",pagan modernist movement believe power faith power faith revisionist history tack like gold ribbon white robe see vindication weve saying year hutton wrong stated surely someone come along source material set right
5.0,"This is a very interesting book about Stalingrad because it looks at the whole 1942 campaign to put Stalingrad into political, strategic, and economic context. And its focus on how the Luftwaffe contributed so much to all 1942 battles, and the Sixth Army's unsuccessful supply, is almost entirely new. A well done &quot;essential&quot; book.",interesting book stalingrad look whole campaign put stalingrad political strategic economic context focus luftwaffe contributed much battle sixth army unsuccessful supply almost entirely new well done quotessentialquot book
